Student_ID,Age,Gender,Program,Year,Study_Hours_Per_Week,Attendance_Percent,Assignment_Score,Midterm_Score,Internet_Access,Previous_GPA,Extracurricular_Activities,Final_Score,Academic_Performance
STU0755,19,Male,Software Engineering,2,10.2,80.2,78.6,93.4,Yes,3.08,None,99.7,High Distinction
STU0756,22,Female,Business Analytics,1,17.5,87.1,80.1,70.2,Yes,2.99,Volunteer,100.0,High Distinction
STU0757,21,Female,Business Analytics,3,22.7,87.1,55.9,27.4,Yes,2.95,Sports,100.0,Credit
STU0758,21,Male,Information Technology,1,2.0,75.9,52.5,73.1,Yes,3.56,None,80.9,Distinction
STU0759,23,Male,Information Technology,2,18.0,79.6,62.3,62.8,Yes,3.12,Multiple,100.0,Distinction
STU0760,22,Female,Information Technology,4,2.0,93.7,63.4,66.9,Yes,3.37,None,86.8,Distinction
STU0761,19,Male,Data Science,1,9.2,88.5,81.8,62.5,Yes,3.51,Club,94.7,High Distinction
STU0762,20,Female,Business Analytics,2,24.8,100.0,64.0,80.1,Yes,3.22,None,100.0,High Distinction
STU0763,19,Female,Software Engineering,2,11.5,94.6,60.9,84.8,Yes,2.61,None,100.0,High Distinction
STU0764,22,Female,Information Technology,1,8.0,94.3,64.0,72.2,Yes,2.44,None,86.3,Distinction
STU0765,18,Female,Business Analytics,3,13.8,71.5,86.5,62.9,Yes,3.12,None,100.0,High Distinction
STU0766,21,Male,Business Analytics,1,27.4,90.9,72.2,67.4,Yes,2.97,None,100.0,High Distinction
STU0767,22,Male,Business Analytics,2,4.0,83.5,69.7,68.3,Yes,3.09,Volunteer,83.1,Distinction
STU0768,23,Female,Data Science,3,8.7,79.0,70.6,56.0,Yes,3.04,Sports,88.2,Distinction
STU0769,20,Female,Computer Science,3,24.0,85.5,88.8,76.7,Yes,4.0,Sports,100.0,High Distinction
STU0770,22,Female,Business Analytics,3,26.1,92.5,62.3,74.9,Yes,2.45,Sports,100.0,High Distinction
STU0771,19,Female,Computer Science,1,14.4,88.5,89.1,91.1,Yes,2.15,Multiple,100.0,High Distinction
STU0772,23,Female,Information Technology,1,7.6,76.1,74.7,86.8,Yes,3.2,Multiple,88.9,High Distinction
STU0773,19,Male,Business Analytics,3,27.6,90.7,69.9,57.7,Yes,2.88,Club,100.0,Distinction
STU0774,20,Male,Data Science,2,24.6,78.3,100.0,80.3,Yes,3.19,Multiple,100.0,High Distinction
STU0775,22,Male,Software Engineering,4,19.1,86.0,58.3,53.7,Yes,3.31,Sports,100.0,Distinction
STU0776,19,Male,Business Analytics,4,10.1,,67.4,78.4,Yes,3.63,Sports,99.6,High Distinction
STU0777,19,Female,Data Science,4,14.7,82.0,56.0,60.3,Yes,2.37,Club,86.0,Distinction
STU0778,22,Female,Business Analytics,2,14.0,90.9,84.4,52.7,Yes,2.8,Club,98.8,High Distinction
STU0779,22,Female,Business Analytics,2,17.0,74.6,94.0,72.2,Yes,3.24,Sports,100.0,High Distinction
STU0780,21,Female,Computer Science,3,23.7,100.0,93.7,27.9,Yes,3.4,Sports,100.0,High Distinction
STU0781,22,Female,Information Technology,2,20.3,67.6,87.9,41.7,Yes,4.0,Multiple,100.0,High Distinction
STU0782,21,Male,Information Technology,1,8.5,78.6,69.4,65.3,Yes,3.48,Volunteer,84.9,Distinction
STU0783,19,Female,Business Analytics,4,23.3,87.3,67.3,69.2,Yes,3.02,Sports,100.0,High Distinction
STU0784,20,Male,Computer Science,4,16.9,89.3,50.3,62.5,Yes,2.65,Volunteer,100.0,Distinction
STU0785,19,Male,Computer Science,2,19.1,83.1,98.5,44.3,Yes,2.8,None,100.0,High Distinction
STU0786,23,Male,Information Technology,1,23.8,83.5,78.1,55.7,Yes,2.78,None,100.0,High Distinction
STU0787,21,Male,Software Engineering,2,8.3,87.7,65.6,73.9,Yes,3.34,Sports,97.6,High Distinction
STU0788,20,Female,Information Technology,4,14.8,81.9,89.3,76.7,Yes,3.17,Sports,100.0,High Distinction
STU0789,20,Male,Business Analytics,4,11.8,,59.4,67.8,Yes,2.45,None,86.6,Distinction
STU0790,24,Male,Computer Science,1,5.6,91.6,77.3,85.4,Yes,2.85,Volunteer,93.5,High Distinction
STU0791,19,Male,Business Analytics,1,17.1,91.9,69.8,74.0,Yes,3.44,Sports,100.0,High Distinction
STU0792,21,Female,Information Technology,4,30.1,75.3,80.3,56.8,Yes,3.21,Club,100.0,High Distinction
STU0793,21,Female,Computer Science,2,4.0,83.3,71.2,63.8,Yes,3.31,None,86.0,Distinction
STU0794,21,Female,Business Analytics,2,14.8,81.3,53.1,47.0,Yes,3.22,None,89.0,Credit
STU0795,18,Male,Computer Science,4,18.8,74.9,73.0,66.4,Yes,3.78,Multiple,100.0,High Distinction
STU0796,23,Male,Computer Science,1,15.7,87.2,85.6,84.7,Yes,3.16,Club,100.0,High Distinction
STU0797,24,Female,Computer Science,3,14.3,79.2,71.6,78.3,No,2.88,Multiple,100.0,High Distinction
STU0798,21,Male,Computer Science,1,7.2,89.9,82.1,89.0,No,2.64,Multiple,100.0,High Distinction
STU0799,22,Female,Computer Science,2,16.4,74.4,58.4,63.5,Yes,3.16,Sports,94.1,Distinction
STU0800,23,Female,Information Technology,4,10.5,99.5,71.7,88.2,Yes,1.95,None,93.8,High Distinction
STU0801,22,Male,Data Science,2,2.0,75.9,63.9,65.1,Yes,2.97,Multiple,80.2,Distinction
STU0802,19,Male,Business Analytics,4,22.2,86.0,81.7,90.1,Yes,2.96,Multiple,100.0,High Distinction
STU0803,21,Male,Business Analytics,3,20.8,91.1,72.4,67.7,Yes,2.44,Club,100.0,High Distinction
STU0804,21,Male,Information Technology,2,15.3,,81.0,78.6,Yes,2.63,Volunteer,100.0,High Distinction
STU0805,20,Female,Software Engineering,1,16.4,91.7,86.1,90.1,Yes,3.41,Volunteer,100.0,High Distinction
STU0806,22,Female,Information Technology,2,21.4,72.9,81.0,65.1,Yes,3.15,Sports,100.0,High Distinction
STU0807,24,Female,Computer Science,2,16.3,97.1,75.6,71.3,Yes,3.1,Club,95.2,High Distinction
STU0808,23,Female,Business Analytics,1,20.4,84.1,59.0,87.3,Yes,3.19,Volunteer,100.0,High Distinction
STU0809,20,Female,Computer Science,2,13.2,78.6,72.0,66.0,Yes,3.09,Club,100.0,High Distinction
STU0810,19,Male,Information Technology,2,22.9,81.3,65.1,48.2,Yes,3.61,None,100.0,Distinction
STU0811,25,Female,Business Analytics,3,16.9,91.3,67.5,100.0,Yes,3.11,Sports,100.0,High Distinction
STU0812,23,Female,Software Engineering,3,16.2,78.7,67.1,61.0,Yes,2.39,None,94.9,Distinction
STU0813,19,Female,Business Analytics,3,7.4,77.3,59.3,70.4,Yes,3.78,None,100.0,Distinction
STU0814,23,Male,Data Science,1,16.7,82.0,46.6,85.3,Yes,3.22,Multiple,100.0,Distinction
STU0815,23,Male,Software Engineering,1,10.0,73.4,63.3,58.9,Yes,2.78,None,91.8,Distinction
STU0816,21,Male,Computer Science,3,11.2,100.0,74.5,52.9,Yes,2.49,None,97.0,Distinction
STU0817,21,Male,Information Technology,2,10.1,78.9,54.5,71.8,Yes,3.23,Sports,88.5,Distinction
STU0818,20,Female,Information Technology,1,8.6,91.5,72.2,41.1,Yes,3.0,Club,86.4,Distinction
STU0819,18,Female,Information Technology,4,27.7,85.9,96.7,63.7,Yes,3.76,Club,100.0,High Distinction
STU0820,20,Male,Information Technology,3,23.0,75.1,,71.7,Yes,2.89,None,100.0,High Distinction
STU0821,22,Male,Software Engineering,2,26.5,83.9,93.4,64.0,Yes,2.67,None,100.0,High Distinction
STU0822,18,Female,Data Science,1,7.7,91.1,77.1,44.8,Yes,3.45,None,99.3,Distinction
STU0823,20,Female,Business Analytics,3,15.4,82.3,87.2,91.9,Yes,3.47,Sports,100.0,High Distinction
STU0824,20,Male,Information Technology,3,7.2,94.7,62.6,69.6,Yes,3.13,None,93.7,Distinction
STU0825,21,Male,Software Engineering,3,10.8,93.2,63.6,89.5,Yes,3.35,Multiple,100.0,High Distinction
STU0826,23,Male,Software Engineering,3,9.5,92.3,36.4,64.1,Yes,3.03,Sports,91.4,Credit
STU0827,20,Male,Software Engineering,4,22.4,79.9,87.4,54.8,No,3.16,None,100.0,High Distinction
STU0828,20,Female,Computer Science,2,12.6,74.3,92.0,72.0,Yes,3.57,Volunteer,100.0,High Distinction
STU0829,22,Female,Business Analytics,1,21.4,78.5,64.8,64.8,Yes,3.33,Sports,100.0,Distinction
STU0830,20,Female,Computer Science,3,18.6,85.8,68.7,50.3,Yes,2.97,Club,98.3,Distinction
STU0831,19,Male,Information Technology,3,28.8,88.9,62.2,90.0,No,3.66,None,100.0,High Distinction
STU0832,20,Male,Computer Science,3,6.1,64.5,77.0,58.7,Yes,1.99,Club,91.0,Distinction
STU0833,19,Female,Business Analytics,1,22.6,83.9,86.6,40.4,Yes,3.97,Volunteer,100.0,High Distinction
STU0834,19,Female,Data Science,1,21.9,85.4,49.3,87.9,Yes,2.28,Multiple,100.0,High Distinction
STU0835,21,Female,Computer Science,4,9.2,81.5,77.3,60.4,Yes,2.77,None,99.1,High Distinction
STU0836,20,Female,Information Technology,3,21.0,95.6,68.4,58.9,Yes,3.03,Sports,100.0,Distinction
STU0837,23,Male,Information Technology,4,17.0,87.8,73.5,41.5,Yes,2.98,Sports,100.0,Distinction
STU0838,20,Female,Information Technology,3,13.6,95.8,78.0,94.1,Yes,3.5,Multiple,100.0,High Distinction
STU0839,21,Female,Computer Science,3,10.1,82.1,69.6,48.7,Yes,2.57,Multiple,88.7,Distinction
STU0840,21,Female,Information Technology,3,10.7,92.4,70.7,68.9,Yes,3.17,None,100.0,High Distinction
STU0841,18,Female,Data Science,4,27.3,98.7,69.2,81.7,Yes,2.79,None,100.0,High Distinction
STU0842,21,Female,Computer Science,3,15.0,95.8,84.6,74.3,Yes,3.18,Sports,100.0,High Distinction
STU0843,19,Female,Computer Science,3,19.7,74.2,77.4,67.1,Yes,3.02,None,100.0,High Distinction
STU0844,24,Female,Information Technology,1,10.3,81.7,74.9,42.5,Yes,3.09,Sports,91.8,Distinction
STU0845,19,Male,Software Engineering,2,10.3,80.9,55.5,55.9,Yes,2.8,None,90.3,Distinction
STU0846,20,Male,Data Science,3,21.5,88.4,67.1,70.8,Yes,2.82,Club,100.0,High Distinction
STU0847,19,Male,Data Science,1,6.9,90.2,83.7,56.2,Yes,3.18,Multiple,92.6,High Distinction
STU0848,25,Male,Information Technology,1,12.5,76.4,72.5,71.1,Yes,3.47,Multiple,100.0,High Distinction
STU0849,21,Female,Business Analytics,2,15.2,84.6,80.6,78.2,Yes,2.78,Sports,100.0,High Distinction
STU0850,21,Male,Computer Science,1,15.7,65.8,95.0,82.4,Yes,,Club,98.8,High Distinction
STU0851,18,Male,Business Analytics,1,13.9,97.0,85.5,49.6,Yes,3.33,Multiple,100.0,High Distinction
STU0852,22,Female,Software Engineering,2,17.4,79.4,73.2,100.0,Yes,3.04,None,100.0,High Distinction
STU0853,19,Female,Business Analytics,4,19.2,84.5,65.4,79.5,No,3.42,Club,100.0,High Distinction
STU0854,23,Male,Software Engineering,2,19.4,81.2,38.8,68.0,Yes,2.64,Sports,100.0,Distinction
STU0855,19,Male,Data Science,1,9.1,94.3,69.8,84.3,Yes,2.25,None,99.8,High Distinction
STU0856,19,Female,Computer Science,1,13.3,58.5,67.8,100.0,Yes,2.81,Sports,100.0,High Distinction
STU0857,18,Male,Software Engineering,3,22.2,83.9,77.1,46.4,Yes,2.71,None,97.8,Distinction
STU0858,20,Female,Computer Science,2,20.4,83.0,70.0,64.6,Yes,3.01,Club,100.0,High Distinction
STU0859,21,Female,Business Analytics,4,6.8,79.9,67.8,32.3,Yes,2.76,None,83.1,Credit
STU0860,18,Female,Computer Science,3,17.1,99.5,48.9,70.9,Yes,3.38,Sports,90.5,Distinction
STU0861,22,Female,Computer Science,3,3.1,76.0,59.8,73.5,Yes,2.92,None,87.8,Distinction
STU0862,20,Male,Information Technology,1,15.3,90.9,78.2,67.4,Yes,3.12,Multiple,100.0,High Distinction
STU0863,21,Female,Information Technology,3,26.4,87.2,94.3,58.2,Yes,3.12,Sports,100.0,High Distinction
STU0864,20,Female,Business Analytics,1,9.3,95.4,70.7,37.3,Yes,3.14,Club,88.1,Distinction
STU0865,20,Male,Business Analytics,4,10.0,78.0,76.3,73.6,Yes,3.04,Club,83.0,Distinction
STU0866,21,Female,Computer Science,3,19.6,77.4,84.4,89.8,Yes,3.28,Sports,100.0,High Distinction
STU0867,19,Male,Computer Science,2,5.7,93.9,,59.1,Yes,2.69,None,92.0,Distinction
STU0868,19,Male,Business Analytics,1,11.2,87.8,76.8,74.6,Yes,3.68,Volunteer,100.0,High Distinction
STU0869,23,Male,Information Technology,1,18.6,70.1,62.4,44.5,Yes,2.94,None,94.5,Distinction
STU0870,24,Female,Data Science,3,11.2,79.1,83.2,74.9,Yes,2.46,None,98.4,High Distinction
STU0871,20,Male,Data Science,1,13.6,87.5,74.0,62.1,Yes,3.13,Club,99.2,High Distinction
STU0872,20,Male,Software Engineering,3,19.5,91.5,75.9,56.6,No,2.67,None,100.0,High Distinction
STU0873,21,Female,Data Science,1,17.5,77.9,61.8,56.6,No,3.35,Sports,100.0,Distinction
STU0874,20,Male,Information Technology,3,16.6,57.8,81.2,62.1,Yes,4.0,Sports,100.0,High Distinction
STU0875,18,Male,Data Science,4,13.0,88.7,99.1,73.7,Yes,2.7,Sports,100.0,High Distinction
STU0876,19,Male,Information Technology,3,17.2,73.0,58.9,48.3,Yes,3.2,Club,91.5,Distinction
STU0877,22,Male,Information Technology,3,14.3,65.8,67.6,62.0,Yes,2.26,Club,81.2,Distinction
STU0878,21,Male,Data Science,1,17.7,58.5,75.0,67.4,Yes,3.25,Club,100.0,High Distinction
STU0879,18,Female,Information Technology,1,12.0,91.3,82.2,51.5,Yes,2.65,Club,100.0,High Distinction
STU0880,19,Male,Data Science,3,13.9,85.2,64.7,94.9,Yes,2.77,None,100.0,High Distinction
STU0881,19,Male,Software Engineering,2,9.1,82.0,35.2,55.2,Yes,2.55,Sports,67.4,Pass
STU0882,21,Female,Software Engineering,2,14.8,96.5,89.7,58.0,Yes,3.38,Sports,100.0,High Distinction
STU0883,18,Female,Software Engineering,1,10.1,89.7,81.9,53.3,No,3.5,Sports,100.0,High Distinction
STU0884,19,Female,Information Technology,1,8.3,98.5,49.3,95.0,Yes,3.06,Multiple,93.5,Distinction
STU0885,22,Male,Information Technology,1,16.6,71.5,64.1,76.3,Yes,2.66,Volunteer,99.5,High Distinction
STU0886,19,Female,Business Analytics,4,16.3,83.7,92.4,54.0,Yes,3.77,None,100.0,High Distinction
STU0887,21,Male,Information Technology,1,19.7,69.4,90.8,84.6,Yes,2.71,None,100.0,High Distinction
STU0888,19,Male,Business Analytics,3,12.4,81.9,84.2,71.0,Yes,2.08,None,93.5,High Distinction
STU0889,19,Female,Data Science,1,17.4,81.8,69.7,71.9,Yes,3.26,None,100.0,High Distinction
STU0890,19,Female,Data Science,3,18.3,89.6,73.1,62.8,Yes,2.55,None,100.0,High Distinction
STU0891,22,Male,Information Technology,2,17.7,84.4,70.3,56.8,Yes,3.49,Club,100.0,Distinction
STU0892,23,Female,Computer Science,4,,89.6,86.7,73.1,Yes,2.88,Multiple,100.0,High Distinction
STU0893,23,Male,Information Technology,4,15.9,90.3,60.6,59.8,Yes,3.32,Volunteer,100.0,Distinction
STU0894,20,Female,Computer Science,2,17.2,100.0,61.5,95.3,Yes,3.68,None,100.0,High Distinction
STU0895,21,Female,Software Engineering,4,15.0,81.2,85.1,49.0,Yes,2.51,Sports,100.0,High Distinction
STU0896,19,Female,Information Technology,4,2.5,75.5,71.4,91.0,Yes,2.8,Sports,79.8,High Distinction
STU0897,20,Male,Computer Science,4,16.0,86.2,89.9,66.3,Yes,3.02,Volunteer,100.0,High Distinction
STU0898,23,Female,Computer Science,4,28.3,76.8,63.3,72.5,Yes,3.74,Volunteer,100.0,High Distinction
STU0899,18,Male,Data Science,1,12.8,97.3,71.3,80.5,Yes,2.75,Multiple,100.0,High Distinction
STU0900,19,Male,Business Analytics,3,10.6,81.5,60.0,58.5,Yes,2.78,Sports,87.4,Distinction
STU0901,19,Male,Information Technology,1,17.2,78.9,72.1,81.0,Yes,3.27,Club,100.0,High Distinction
STU0902,18,Male,Computer Science,1,16.9,79.8,52.8,27.4,Yes,2.79,None,89.9,Credit
STU0903,19,Female,Information Technology,4,22.2,90.5,65.7,57.2,Yes,3.12,Club,100.0,Distinction
STU0904,21,Male,Information Technology,2,7.5,82.6,53.3,54.1,Yes,2.35,None,84.3,Credit
STU0905,20,Male,Data Science,3,19.4,78.2,81.0,49.2,No,4.0,Sports,100.0,High Distinction
STU0906,23,Female,Business Analytics,4,18.5,99.0,81.3,64.8,Yes,2.44,Club,100.0,High Distinction
STU0907,22,Male,Information Technology,4,14.1,76.3,49.5,73.8,Yes,2.91,None,100.0,Distinction
STU0908,20,Female,Computer Science,4,17.0,84.3,89.3,78.5,Yes,3.04,None,100.0,High Distinction
STU0909,19,Male,Software Engineering,1,21.2,89.9,100.0,71.6,Yes,3.91,None,100.0,High Distinction
STU0910,20,Female,Information Technology,1,20.2,69.3,72.6,58.0,No,2.45,None,99.7,High Distinction
STU0911,21,Male,Data Science,2,8.1,88.3,63.7,73.5,Yes,3.94,None,98.3,High Distinction
STU0912,20,Female,Computer Science,1,19.9,74.5,100.0,69.9,Yes,3.39,None,100.0,High Distinction
STU0913,21,Male,Business Analytics,1,14.6,91.4,54.9,82.0,Yes,3.24,None,100.0,High Distinction
STU0914,20,Male,Computer Science,2,15.4,75.3,72.3,79.7,Yes,2.61,None,100.0,High Distinction
STU0915,21,Female,Business Analytics,3,15.4,90.2,74.3,68.5,Yes,3.31,Multiple,100.0,High Distinction
STU0916,20,Female,Software Engineering,3,14.1,94.0,89.5,54.5,Yes,2.72,Sports,100.0,High Distinction
STU0917,20,Female,Information Technology,2,22.2,91.8,76.7,58.2,Yes,3.62,None,100.0,High Distinction
STU0918,24,Female,Computer Science,3,14.5,86.3,65.5,59.8,Yes,2.61,Club,100.0,Distinction
STU0919,22,Male,Computer Science,1,8.3,81.9,59.6,63.3,Yes,3.0,Multiple,88.8,Distinction
STU0920,19,Male,Information Technology,1,12.6,78.8,67.6,72.0,Yes,2.8,Club,100.0,High Distinction
STU0921,23,Female,Computer Science,3,16.1,97.2,58.9,78.7,Yes,2.61,None,100.0,High Distinction
STU0922,21,Male,Computer Science,3,22.4,77.7,72.6,67.2,Yes,3.38,Club,100.0,High Distinction
STU0923,23,Female,Data Science,3,18.6,74.7,64.7,68.2,Yes,3.29,Club,100.0,High Distinction
STU0924,22,Female,Information Technology,1,9.9,90.0,52.6,70.1,Yes,3.59,Volunteer,96.4,Distinction
STU0925,20,Male,Information Technology,4,29.9,76.8,88.3,60.3,Yes,2.25,Club,100.0,High Distinction
STU0926,18,Male,Software Engineering,3,16.6,75.4,65.5,54.1,Yes,3.53,Multiple,100.0,Distinction
STU0927,20,Male,Computer Science,3,22.7,71.0,55.5,41.7,Yes,4.0,Multiple,100.0,Distinction
STU0928,21,Male,Software Engineering,3,14.1,79.7,69.8,57.6,Yes,2.85,Club,100.0,Distinction
STU0929,21,Male,Information Technology,4,18.2,83.3,72.9,75.1,No,3.9,Sports,100.0,High Distinction
STU0930,19,Male,Software Engineering,3,20.0,86.2,49.3,57.5,Yes,2.93,Club,100.0,Distinction
STU0931,19,Male,Business Analytics,3,22.3,92.6,76.3,64.4,Yes,2.43,Volunteer,100.0,High Distinction
STU0932,23,Female,Software Engineering,4,21.3,88.7,58.4,75.0,Yes,2.91,None,100.0,High Distinction
STU0933,25,Female,Software Engineering,3,20.2,82.3,94.2,75.8,Yes,3.52,Multiple,100.0,High Distinction
STU0934,21,Female,Information Technology,2,13.1,82.2,78.8,51.8,Yes,2.67,None,86.3,Distinction
STU0935,19,Female,Software Engineering,3,11.6,88.6,66.8,83.0,No,2.78,Sports,90.8,High Distinction
STU0936,20,Female,Information Technology,2,17.0,95.5,62.3,84.9,No,3.32,Multiple,100.0,High Distinction
STU0937,18,Male,Information Technology,1,20.6,85.1,70.6,51.1,Yes,3.05,None,100.0,Distinction
STU0938,23,Female,Information Technology,3,13.7,79.8,80.0,55.6,No,3.31,Sports,96.5,High Distinction
STU0939,19,Female,Business Analytics,4,21.4,75.1,71.7,85.9,Yes,3.16,None,100.0,High Distinction
STU0940,21,Female,Computer Science,4,23.7,71.0,69.2,65.8,Yes,3.27,Sports,100.0,High Distinction
STU0941,20,Female,Business Analytics,2,9.5,90.0,72.8,34.7,Yes,2.86,None,94.1,Distinction
STU0942,21,Female,Business Analytics,2,10.0,89.2,64.1,47.0,Yes,3.15,Sports,93.5,Distinction
STU0943,21,Female,Data Science,1,14.2,89.2,67.5,64.3,Yes,2.63,Sports,100.0,High Distinction
STU0944,22,Female,Software Engineering,4,16.8,82.8,44.9,50.6,Yes,3.63,Multiple,93.9,Credit
STU0945,19,Male,Information Technology,4,11.9,96.7,84.7,61.8,Yes,2.76,Multiple,100.0,High Distinction
STU0946,18,Male,Information Technology,3,23.1,79.6,75.9,68.5,Yes,3.56,None,100.0,High Distinction
STU0947,19,Female,Information Technology,4,17.5,92.6,61.9,89.9,Yes,2.94,Volunteer,100.0,High Distinction
STU0948,23,Male,Computer Science,3,15.2,83.7,96.7,63.6,Yes,,None,100.0,High Distinction
STU0949,23,Male,Computer Science,3,6.4,78.5,73.1,84.1,Yes,2.83,None,91.7,High Distinction
STU0950,21,Male,Information Technology,1,7.1,89.3,58.5,89.4,Yes,2.59,None,94.0,High Distinction
STU0951,21,Male,Information Technology,2,16.7,87.7,83.1,89.5,Yes,2.26,Multiple,100.0,High Distinction
STU0952,21,Female,Software Engineering,3,2.2,87.2,77.2,72.3,Yes,2.58,Multiple,87.0,High Distinction
STU0953,19,Male,Business Analytics,3,21.1,84.7,77.1,38.6,Yes,2.9,None,100.0,Distinction
STU0954,23,Male,Information Technology,2,14.1,83.7,66.5,74.9,Yes,3.15,None,100.0,High Distinction
STU0955,20,Male,Business Analytics,4,34.5,100.0,77.9,83.7,Yes,3.5,None,100.0,High Distinction
STU0956,20,Female,Computer Science,1,28.8,94.7,,66.8,No,2.85,Sports,100.0,High Distinction
STU0957,21,Female,Information Technology,2,13.9,90.5,79.2,94.2,Yes,2.65,Club,100.0,High Distinction
STU0958,18,Female,Business Analytics,3,14.4,85.0,47.2,80.9,No,2.4,None,99.5,Distinction
STU0959,19,Female,Business Analytics,3,21.0,93.1,66.4,76.5,Yes,3.27,Volunteer,100.0,High Distinction
STU0960,22,Female,Information Technology,3,25.2,88.7,94.4,84.3,Yes,3.67,Sports,100.0,High Distinction
STU0961,19,Female,Software Engineering,1,5.2,84.2,62.0,73.0,Yes,3.62,Multiple,98.4,High Distinction
STU0962,21,Female,Software Engineering,1,4.3,81.3,64.2,30.6,Yes,3.37,Club,90.0,Credit
STU0963,19,Male,Business Analytics,3,11.3,83.3,66.2,60.5,Yes,3.34,Sports,98.7,Distinction
STU0964,20,Male,Business Analytics,3,18.5,55.5,56.2,86.0,Yes,3.81,Volunteer,100.0,High Distinction
STU0965,20,Male,Business Analytics,1,18.0,85.9,43.3,55.9,Yes,3.2,Volunteer,100.0,Distinction
STU0966,20,Female,Computer Science,3,21.4,79.6,69.0,64.6,Yes,3.34,None,100.0,High Distinction
STU0967,22,Female,Information Technology,2,7.8,98.3,73.8,52.3,Yes,2.91,Sports,91.9,Distinction
STU0968,20,Female,Computer Science,3,2.0,84.2,71.3,94.8,Yes,2.44,Multiple,75.4,Distinction
STU0969,21,Female,Business Analytics,4,20.1,73.3,70.1,93.2,Yes,2.74,None,100.0,High Distinction
STU0970,20,Female,Business Analytics,1,10.0,83.6,72.6,54.7,Yes,3.05,None,96.1,Distinction
STU0971,21,Male,Computer Science,1,2.9,74.6,85.3,70.2,Yes,3.08,Sports,89.1,High Distinction
STU0972,24,Male,Software Engineering,3,15.9,88.3,69.5,57.8,Yes,3.92,Volunteer,100.0,Distinction
STU0973,22,Female,Software Engineering,3,19.8,86.6,64.5,77.2,Yes,3.09,Volunteer,100.0,High Distinction
STU0974,19,Female,Data Science,3,14.3,92.6,68.3,75.6,Yes,3.58,Multiple,100.0,High Distinction
STU0975,18,Female,Business Analytics,4,12.3,76.9,79.5,80.2,Yes,2.85,Club,100.0,High Distinction
STU0976,20,Female,Software Engineering,4,14.0,84.3,90.4,73.0,Yes,2.91,None,100.0,High Distinction
STU0977,21,Male,Computer Science,4,12.8,71.7,63.8,100.0,Yes,2.45,Club,100.0,High Distinction
STU0978,18,Female,Data Science,2,6.9,90.3,73.3,52.6,Yes,2.72,Volunteer,85.4,Distinction
STU0979,21,Female,Computer Science,2,10.7,88.7,76.4,42.3,Yes,3.29,None,88.6,Distinction
STU0980,21,Female,Data Science,2,18.1,88.5,59.1,62.1,Yes,3.05,None,100.0,Distinction
STU0981,20,Female,Information Technology,1,16.9,84.0,72.3,44.5,Yes,3.47,None,100.0,Distinction
STU0982,22,Male,Software Engineering,3,16.0,87.7,52.9,45.6,Yes,3.13,Club,89.7,Credit
STU0983,19,Female,Software Engineering,1,9.0,98.4,49.0,53.0,Yes,2.89,Multiple,83.5,Credit
STU0984,18,Female,Computer Science,4,13.9,81.4,76.8,54.2,Yes,4.0,Club,92.8,Distinction
STU0985,22,Male,Business Analytics,3,2.0,85.2,67.0,53.7,Yes,3.01,Multiple,72.1,Credit
STU0986,21,Male,Software Engineering,3,16.1,74.2,74.6,75.8,Yes,3.57,None,100.0,High Distinction
STU0987,22,Male,Business Analytics,2,23.6,76.2,71.8,60.4,Yes,2.87,Multiple,100.0,High Distinction
STU0988,20,Female,Software Engineering,1,6.2,84.9,59.3,65.3,Yes,3.37,Volunteer,83.2,Distinction
STU0989,19,Female,Business Analytics,1,11.5,93.9,71.4,81.4,Yes,3.47,Sports,100.0,High Distinction
STU0990,22,Male,Information Technology,2,17.0,81.7,56.0,56.5,Yes,3.14,Multiple,100.0,Distinction
STU0991,22,Male,Information Technology,1,22.5,81.9,90.1,64.0,No,1.99,None,100.0,High Distinction
STU0992,22,Male,Computer Science,3,12.3,80.3,54.4,73.5,Yes,3.06,Multiple,95.2,Distinction
STU0993,20,Male,Data Science,4,10.8,79.2,69.5,38.9,Yes,3.6,Multiple,92.9,Distinction
STU0994,21,Male,Information Technology,4,3.2,86.7,58.5,32.2,Yes,3.29,Volunteer,62.5,Pass
STU0995,20,Male,Business Analytics,3,15.6,70.5,79.4,73.2,Yes,3.25,Club,100.0,High Distinction
STU0996,19,Female,Business Analytics,1,27.3,95.5,67.7,75.4,Yes,2.27,None,100.0,High Distinction
STU0997,23,Female,Business Analytics,4,16.7,78.0,65.3,99.0,Yes,2.73,Club,100.0,High Distinction
STU0998,19,Female,Software Engineering,4,14.9,90.5,83.1,70.4,Yes,3.24,Sports,100.0,High Distinction
STU0999,24,Male,Software Engineering,1,16.9,72.6,72.4,80.3,Yes,3.23,Volunteer,100.0,High Distinction
STU1000,20,Male,Information Technology,3,14.9,90.0,78.7,65.1,Yes,3.6,Volunteer,97.1,High Distinction
